3.0 1.801  (-797.8645352330914, [5.782411586589357e-19, 2.8912057932946783e-19, -0.022717261657836225, -1.1564823173178713e-18, 0.0, 0.026899725428666588, 2.7755575615628914e-17, 3.700743415417188e-17, -0.004194574547689983, 2.0394250072978495e-06, 2.039425007260842e-06, 4.036925572881156e-06, -2.785906369040525e-06, 7.464813617473013e-07, 4.036925572881156e-06, 7.464813617519273e-07, -2.785906369022021e-06, 4.036925572899659e-06]) 
2.9585500000000002 1.8609499999999999  (-797.8649679853255, [0.0, 0.0, -0.022749394014643765, 1.1564823173178713e-18, 0.0, 0.013239343278554583, 1.850371707708594e-17, 3.700743415417188e-17, 0.009464716867617629, 5.272565787650674e-05, 5.272565787654374e-05, 1.5111289134413692e-05, -7.20245880905986e-05, 1.929893021403173e-05, 1.5111289134413692e-05, 1.9298930214045606e-05, -7.20245880905801e-05, 1.5111289134413692e-05]) 
2.9171000000000005 1.9209  (-797.8641776328232, [2.8912057932946783e-19, 5.782411586589357e-19, -0.02237343667049426, 0.0, 0.0, 0.004809744936586813, 2.7755575615628914e-17, 3.700743415417188e-17, 0.017538392496705024, 1.8014147177095965e-06, 1.8014147177095965e-06, 8.43307885948589e-06, -2.460778267117843e-06, 6.593635494082465e-07, 8.43307885948589e-06, 6.593635494082465e-07, -2.460778267117843e-06, 8.43307885948589e-06]) 
2.8756500000000003 1.98085  (-797.8627129451385, [8.673617379884035e-19, 1.1564823173178713e-18, -0.0215593472906671, -2.3129646346357427e-18, 0.0, 0.0003010734560223993, 0.0, 0.0, 0.0213178733870254, 1.1475088471657457e-06, 1.1475088471657457e-06, -1.9866517522948435e-05, -1.567526236293896e-06, 4.2001738912352443e-07, -1.9866517522948435e-05, 4.200173891188985e-07, -1.5675262363123998e-06, -1.9866517522948435e-05]) 
2.8342 2.0408  (-797.8609793993763, [1.1564823173178713e-18, 0.0, -0.020329732968363518, 0.0, 0.0, -0.0015153711492460198, -1.850371707708594e-17, 0.0, 0.02186657316173468, 2.2818644052809605e-06, 2.281864405317968e-06, -7.1563479175362765e-06, -3.117084745670369e-06, 8.35220340306142e-07, -7.1563479175362765e-06, 8.352203402968901e-07, -3.117084745633362e-06, -7.1563479175362765e-06]) 
2.79275 2.10075  (-797.8592632931011, [0.0, 2.3129646346357427e-18, -0.018693796920750797, 2.3129646346357427e-18, 4.625929269271485e-18, -0.001524191271196032, -1.850371707708594e-17, 0.0, 0.02022720958177046, 2.4135722050215116e-06, 2.4135722050215116e-06, -3.0737966528933862e-06, -3.297000945923223e-06, 8.834287408878334e-07, -3.0737966528933862e-06, 8.834287408832076e-07, -3.2970009459417264e-06, -3.0737966529026384e-06]) 
2.7513 2.1607000000000003  (-797.857755326626, [-2.3129646346357427e-18, -2.3129646346357427e-18, -0.016708656808226228, 2.3129646346357427e-18, 0.0, -0.0004725632900868665, 1.850371707708594e-17, 0.0, 0.017232368018523403, 1.5991560587994926e-05, 1.5991560588031934e-05, -1.7049306782424e-05, -2.184487800938051e-05, 5.853317421339321e-06, -1.7049306782424e-05, 5.853317421348573e-06, -2.184487800938051e-05, -1.7049306782424e-05]) 
2.70985 2.22065  (-797.8565660338925, [1.1564823173178713e-18, 0.0, -0.014444106069106443, 2.3129646346357427e-18, 4.625929269271485e-18, 0.0010617789477318507, -7.401486830834377e-17, -7.401486830834377e-17, 0.013430112791566723, 2.9843194383224098e-05, 2.9843194383298112e-05, -1.5928556916918375e-05, -4.0766561657634703e-05, 1.0923367274327337e-05, -1.5928556916918375e-05, 1.0923367274318085e-05, -4.0766561657634703e-05, -1.5928556916899872e-05]) 
2.6683999999999997 2.2805999999999997  (-797.8557397620339, [5.782411586589357e-19, 1.1564823173178713e-18, -0.012006547925753227, 0.0, -1.1564823173178713e-18, 0.002628606560572594, 7.401486830834377e-17, 0.0, 0.009373562609171243, 1.0913464136101206e-07, 1.0913464136101206e-07, 1.4595853802257253e-06, -1.4908069260558912e-07, 3.9946051161310336e-08, 1.4595853802257253e-06, 3.9946051152058473e-08, -1.490806925685817e-07, 1.4595853802257253e-06]) 
2.62695 2.34055  (-797.8552769804754, [1.1564823173178713e-18, 2.3129646346357427e-18, -0.00944355428184078, 5.782411586589357e-19, 0.0, 0.004042893082903426, 7.401486830834377e-17, 0.0, 0.005382406435354096, 4.008119253170091e-05, 4.008119253170091e-05, 6.084921447740976e-06, -5.475192721234497e-05, 1.4670734680560793e-05, 6.084921447740976e-06, 1.4670734680533037e-05, -5.4751927212270957e-05, 6.084921447740976e-06]) 
