2.5854999999999997 2.4005  (-797.8551551780992, [4.625929269271485e-18, 4.625929269271485e-18, -0.006941603932564319, 2.3129646346357427e-18, 0.0, 0.0051199879699168685, 7.401486830834377e-17, 0.0, 0.0018460017600133855, 2.920324735304162e-05, 2.920324735304162e-05, -8.12859892866206e-06, -3.989237775732975e-05, 1.0689130404177108e-05, -8.12859892866206e-06, 1.0689130404177108e-05, -3.989237775729274e-05, -8.128598928666686e-06]) 
2.5440500000000004 2.46045  (-797.8553301015002, [2.3129646346357427e-18, 0.0, -0.0045616476217701304, 0.0, 0.0, 0.005861302574606292, 3.700743415417188e-17, 0.0, -0.0012929797504339091, 3.42765393542462e-06, 3.42765393542462e-06, -2.2250673923362996e-06, -4.682262351137408e-06, 1.254608415712788e-06, -2.2250673923362996e-06, 1.254608415712788e-06, -4.682262351137408e-06, -2.2250673923362996e-06]) 
2.5026 2.5204  (-797.8557495500708, [2.3129646346357427e-18, 0.0, -0.002416404225284715, 3.469446951953614e-18, 0.0, 0.006287184472347385, -3.700743415417188e-17, 0.0, -0.0039046973394469275, 1.4994926284169392e-05, 1.4994926284169392e-05, 1.1305697208715177e-05, -2.048345023216343e-05, 5.488523947878391e-06, 1.1305697208715177e-05, 5.488523947873765e-06, -2.0483450232089417e-05, 1.1305697208696674e-05]) 
2.46115 2.58035  (-797.8563513036509, [-2.3129646346357427e-18, -4.625929269271485e-18, -0.0007075717138100568, -1.1564823173178713e-18, 0.0, 0.0063807162945706125, 3.700743415417188e-17, 0.0, -0.00565156809204112, -1.3801190752745402e-05, -1.3801190752745402e-05, -7.19216277587457e-06, 1.8852777170730306e-05, -5.051586417989529e-06, -7.19216277587457e-06, -5.051586417984902e-06, 1.8852777170730306e-05, -7.192162775869944e-06]) 
2.4196999999999997 2.6403  (-797.8570626861595, [-2.3129646346357427e-18, 0.0, 0.00042958129419956234, 1.1564823173178713e-18, 2.3129646346357427e-18, 0.006209501302929167, 3.700743415417188e-17, 7.401486830834377e-17, -0.006668748271745684, 1.1085111140007875e-05, 1.1085111140007875e-05, 9.888557924405312e-06, -1.5142543421053922e-05, 4.057432281018292e-06, 9.888557924405312e-06, 4.0574322810090395e-06, -1.5142543421053922e-05, 9.888557924405312e-06]) 
2.37825 2.70025  (-797.85780236038, [0.0, 0.0, 0.0008008796729131011, -5.782411586589357e-19, 0.0, 0.005843683157363923, 0.0, 0.0, -0.006644537954559548, -4.546785922765473e-07, -4.546785922765473e-07, -8.291912536225372e-09, 6.211025075549455e-07, -1.6642391533853532e-07, -8.291912536225372e-09, -1.6642391534316126e-07, 6.211025075549455e-07, -8.291912536225372e-09]) 
2.3368 2.7602  (-797.858482025938, [0.0, 0.0, 0.0001479227290359375, 5.782411586589357e-19, 5.782411586589357e-19, 0.005333684087823157, -3.700743415417188e-17, -3.700743415417188e-17, -0.00547067371397536, -6.693090480366e-07, -6.693090480366e-07, -3.644367459273064e-06, 9.1429316260531e-07, -2.449841145825878e-07, -3.644367459273064e-06, -2.449841145964656e-07, 9.1429316260531e-07, -3.644367459273064e-06]) 
2.29535 2.82015  (-797.8590051656696, [1.734723475976807e-18, 1.4456028966473391e-18, -0.0014853756996629358, 5.782411586589357e-19, 5.782411586589357e-19, 0.004767431969599389, 1.850371707708594e-17, 0.0, -0.003368891151519393, -7.431265910351481e-06, -7.431265910351481e-06, 2.8944960435363838e-05, 1.0151298015811012e-05, -2.720032105487287e-06, 2.8944960435363838e-05, -2.7200321054780354e-06, 1.0151298015829516e-05, 2.8944960435363838e-05]) 
2.2539 2.8801  (-797.8592858597791, [5.782411586589357e-19, 0.0, -0.004518364774929368, 2.8912057932946783e-19, 4.336808689942018e-19, 0.004165874937312956, 1.850371707708594e-17, 3.700743415417188e-17, 0.00033554621337966717, -1.362378428589513e-08, -1.362378428589513e-08, 5.647874698699873e-06, 1.8610435414956328e-08, -4.98665116606863e-09, 5.647874698699873e-06, -4.98665116606863e-09, 1.861043545196376e-08, 5.647874698690621e-06]) 
2.21245 2.94005  (-797.859197184838, [1.1564823173178713e-18, 2.3129646346357427e-18, -0.009055487455940245, 2.8912057932946783e-19, 1.4456028966473392e-19, 0.00356873283575403, 1.850371707708594e-17, 0.0, 0.005509093749112126, 1.433310220751623e-06, 1.433310220751623e-06, -7.446376319756679e-06, -1.9579381730176295e-06, 5.246279522706324e-07, -7.446376319756679e-06, 5.246279522660065e-07, -1.9579381730361334e-06, -7.4463763197474275e-06]) 
