# 7 7  
3.1184285714285713 1.6297142857142857  (-797.849260320038, [5.782411586589357e-19, 5.782411586589357e-19, -0.020737417140564346, 2.3129646346357427e-18, 0.0, 0.11157165406353228, 0.0, 0.0, -0.09081822900207484, -4.00866828579686e-06, -4.00866828579686e-06, -5.335973452684032e-06, 5.47594271371743e-06, -1.4672744279760803e-06, -5.335973452684032e-06, -1.4672744279668284e-06, 5.47594271371743e-06, -5.335973452702536e-06]) 
3.1184285714285713 1.825469387755102  (-797.8696315658525, [2.8912057932946783e-19, 2.8912057932946783e-19, -0.014639573727762731, -1.1564823173178713e-18, 0.0, 0.01506308575692783, 3.700743415417188e-17, 0.0, -0.0003703696662400169, -7.318044182728448e-06, -7.318044182765456e-06, -1.7714120984816763e-05, 9.996634259712422e-06, -2.6785900769330886e-06, -1.771412098479826e-05, -2.6785900769284625e-06, 9.996634259675414e-06, -1.771412098479826e-05]) 
3.1184285714285713 2.021224489795918  (-797.8683672250727, [-2.8912057932946783e-19, 0.0, -0.007239939736856518, 0.0, 0.0, -0.015271786237045143, 1.850371707708594e-17, 0.0, 0.022489875704065687, -1.192431592929773e-06, -1.192431592929773e-06, 7.283423549100017e-06, 1.6288918482561716e-06, -4.3646025531252075e-07, 7.283423549100017e-06, -4.364602553078948e-07, 1.6288918482561716e-06, 7.283423549100017e-06]) 
3.1184285714285713 2.2169795918367345  (-797.8612563297633, [-8.673617379884035e-19, 0.0, 0.00035215268681194206, 3.469446951953614e-18, 4.625929269271485e-18, -0.021164309938043246, 7.401486830834377e-17, 7.401486830834377e-17, 0.02080547118030654, -2.1429965740652848e-06, -2.1429965740652848e-06, 2.228690362376014e-06, 2.9273877604207854e-06, -7.843911863462486e-07, 2.228690362376014e-06, -7.843911863462486e-07, 2.9273877604022816e-06, 2.2286903623713883e-06]) 
3.1184285714285713 2.412734693877551  (-797.8534255253439, [1.1564823173178713e-18, 1.1564823173178713e-18, 0.0070011178620307925, 1.1564823173178713e-18, 2.3129646346357427e-18, -0.020900631183524934, 5.551115123125783e-17, 7.401486830834377e-17, 0.013883603846121306, 1.5418186623187648e-05, 1.5418186623132137e-05, 5.303158564358886e-06, -2.1061634607540587e-05, 5.643447984334434e-06, 5.303158564358886e-06, 5.643447984334434e-06, -2.1061634607540587e-05, 5.303158564363511e-06]) 
3.1184285714285713 2.6084897959183673  (-797.8458686952823, [8.673617379884035e-19, 1.1564823173178713e-18, 0.012239107106128154, 0.0, 0.0, -0.019959788399464204, 7.401486830834377e-17, 0.0, 0.007710966607138894, 1.7095802678279703e-05, 1.7095802678279703e-05, 3.23822869890041e-06, -2.3353300756571528e-05, 6.257498078282575e-06, 3.23822869890041e-06, 6.257498078273323e-06, -2.3353300756571528e-05, 3.23822869890041e-06]) 
3.1184285714285713 2.8042448979591836  (-797.8386861432114, [5.782411586589357e-19, 8.673617379884035e-19, 0.016180600492010686, 0.0, 2.8912057932946783e-19, -0.01879122225545867, 3.700743415417188e-17, 0.0, 0.0026190938824230264, -3.2887782623521504e-06, -3.2887782623521504e-06, -2.8240395688883257e-06, 4.492554653919474e-06, -1.2037763914840571e-06, -2.8240395688883257e-06, -1.2037763914933088e-06, 4.492554653919474e-06, -2.8240395688883257e-06]) 
3.1184285714285713 3.0  (-797.832024578091, [0.0, 0.0, 0.019107609830923238, 8.673617379884035e-19, 0.0, -0.017145172322250005, 3.700743415417188e-17, 7.401486830834377e-17, -0.0019463792066838903, 2.5707084096178907e-05, 2.5707084096178907e-05, -5.3527671900061025e-06, -3.511652993263651e-05, 9.409445836392841e-06, -5.3527671900061025e-06, 9.40944583638359e-06, -3.5116529932673515e-05, -5.352767190010728e-06]) 
2.983081632653061 1.6297142857142857  (-797.8426971207255, [1.1564823173178713e-18, 1.1564823173178713e-18, -0.031155866751374803, 3.469446951953614e-18, 0.0, 0.1159028105643209, -3.700743415417188e-17, -3.700743415417188e-17, -0.08469972877171618, -2.6548136117891343e-05, -2.6548136117891343e-05, -1.573834714152511e-05, 3.626542836014194e-05, -9.717292242287604e-06, -1.573834714152511e-05, -9.717292242287604e-06, 3.626542836014194e-05, -1.5738347141506605e-05]) 
2.983081632653061 1.825469387755102  (-797.864901418905, [5.782411586589357e-19, 2.8912057932946783e-19, -0.02278044514970555, 0.0, 2.3129646346357427e-18, 0.020576761608490646, -9.25185853854297e-18, 0.0, 0.002172143821962791, 4.574463682867809e-06, 4.574463682867809e-06, 1.0513239752318881e-05, -6.248833599490725e-06, 1.6743699165859085e-06, 1.0513239752318881e-05, 1.6743699165859085e-06, -6.248833599453718e-06, 1.0513239752300377e-05]) 
