1.801 -797.8645351939272 
1.91 -797.8672313147822 
2.019 -797.8662656737204 
2.128 -797.863644710477 
2.237 -797.8603921857946 
2.346 -797.8569549868802 
2.455 -797.8534727993658 
2.564 -797.849978881612 
2.673 -797.8464878789132 
2.782 -797.8430323151965 
2.891 -797.8396488602882 
